Home ID,Appliance Type,Energy Consumption (kWh),Outdoor Temperature (°C),Season,Household Size
273,Air Conditioning,4.66,21.3,Fall,2
299,Computer,0.47,10.1,Fall,2
194,Computer,1.58,35.6,Spring,5
408,TV,1.34,7.2,Fall,3
316,Oven,1.95,25.4,Summer,3
202,Heater,4.66,17.4,Summer,2
97,Computer,0.74,1.5,Fall,4
218,Heater,3.65,12.8,Winter,4
490,Fridge,0.37,-2.5,Winter,1
499,TV,0.65,-7.3,Spring,2
403,Microwave,0.38,20.7,Summer,5
60,TV,1.03,1.0,Fall,4
272,Microwave,1.23,-6.7,Summer,2
382,Air Conditioning,2.57,26.0,Summer,2
85,TV,1.41,2.2,Summer,1
96,Air Conditioning,2.27,10.5,Fall,5
205,Air Conditioning,2.58,15.1,Winter,4
452,Lights,1.08,24.0,Summer,3
156,TV,1.89,24.5,Summer,1
337,Computer,0.73,36.6,Fall,5
167,Dishwasher,0.63,19.6,Summer,1
400,Washing Machine,1.41,3.2,Winter,3
495,Lights,0.39,-8.1,Fall,1
26,Fridge,0.47,39.7,Spring,1
496,Washing Machine,1.82,10.4,Fall,1
474,Computer,1.91,1.9,Fall,5
246,Lights,1.79,-0.4,Summer,1
32,TV,0.53,22.3,Summer,1
113,Fridge,0.27,21.0,Summer,1
314,Oven,0.84,25.3,Fall,3
188,Microwave,1.78,32.9,Spring,1
164,Washing Machine,0.57,35.4,Fall,2
118,Computer,1.62,35.9,Spring,2
151,Dishwasher,0.41,35.2,Winter,1
499,TV,1.76,30.6,Winter,1
52,Lights,0.81,23.3,Spring,4
34,Heater,3.59,-0.5,Summer,5
156,Dishwasher,1.37,31.4,Spring,5
323,Washing Machine,0.54,37.1,Fall,2
130,Washing Machine,0.32,19.8,Summer,2
236,TV,1.87,9.3,Spring,1
161,TV,1.45,0.8,Spring,4
281,Lights,0.78,19.7,Winter,3
400,Oven,0.62,33.9,Winter,5
109,Computer,0.93,27.0,Summer,5
465,Computer,0.96,21.9,Winter,1
25,Microwave,1.38,6.4,Winter,2
176,Air Conditioning,2.01,21.4,Fall,3
198,Heater,3.18,-6.0,Spring,5
216,Air Conditioning,2.0,18.1,Fall,1
194,Computer,0.98,29.4,Winter,3
370,Washing Machine,0.93,31.9,Summer,1
317,Washing Machine,0.45,10.2,Spring,4
480,Lights,0.27,19.3,Spring,3
364,Dishwasher,1.94,15.7,Fall,2
148,Lights,1.47,-9.7,Summer,2
379,Fridge,0.11,8.1,Winter,3
105,Fridge,0.31,-6.7,Winter,4
150,Washing Machine,1.18,-7.2,Summer,3
407,Microwave,1.24,3.1,Spring,3
26,Microwave,0.58,17.7,Summer,3
31,TV,0.82,22.3,Spring,5
389,Lights,1.51,21.8,Fall,4
115,Air Conditioning,3.49,17.4,Summer,1
472,Washing Machine,1.64,2.6,Fall,1
429,Heater,2.84,3.1,Fall,2
302,Heater,4.95,39.5,Summer,2
203,Lights,0.57,13.8,Summer,5
434,Oven,1.28,15.2,Winter,1
69,Dishwasher,1.43,21.3,Summer,3
8,Computer,1.85,-2.9,Spring,1
68,Washing Machine,1.58,32.8,Fall,2
276,Heater,2.5,19.0,Winter,4
13,Air Conditioning,2.41,7.3,Spring,4
324,Heater,4.66,15.5,Winter,5
71,Lights,1.08,31.3,Fall,2
227,Microwave,1.86,39.2,Summer,5
271,Washing Machine,0.51,-4.8,Summer,5
88,Air Conditioning,4.83,-1.8,Summer,5
494,Oven,0.84,1.0,Summer,1
407,TV,0.8,10.1,Spring,2
269,Heater,4.97,7.9,Winter,2
253,Microwave,1.17,-3.1,Spring,1
10,Lights,0.65,23.8,Summer,1
426,TV,1.41,15.4,Fall,1
346,Microwave,0.29,27.4,Winter,4
211,Computer,0.47,32.3,Summer,5
149,Air Conditioning,3.88,7.6,Summer,1
265,Dishwasher,1.24,38.2,Fall,4
487,Computer,1.34,6.8,Fall,4
51,Washing Machine,1.0,9.8,Winter,1
45,TV,0.43,39.5,Spring,1
47,Dishwasher,0.38,29.3,Winter,1
206,Microwave,0.87,7.2,Winter,1
492,Fridge,0.19,10.7,Spring,1
95,Lights,1.31,37.7,Summer,1
383,Oven,1.06,7.7,Spring,1
53,Microwave,0.61,14.9,Winter,1
423,Washing Machine,1.7,12.4,Spring,3
151,Air Conditioning,4.47,-6.5,Winter,3
284,Microwave,1.65,36.0,Winter,1
201,Air Conditioning,3.49,-1.8,Fall,4
114,Dishwasher,1.63,25.1,Fall,3
133,Computer,1.12,39.7,Summer,3
161,Washing Machine,0.5,4.4,Fall,1
482,Dishwasher,1.18,-5.6,Summer,5
232,Dishwasher,0.67,-3.3,Winter,4
182,Microwave,0.94,12.8,Winter,5
30,Computer,0.96,10.5,Spring,3
199,Lights,1.29,18.9,Spring,1
295,Heater,3.38,-0.0,Winter,2
129,Dishwasher,1.33,11.9,Summer,2
440,Washing Machine,1.35,-9.9,Fall,1
204,Lights,1.66,15.9,Fall,2
144,Heater,2.54,6.7,Fall,5
45,Computer,1.36,33.1,Spring,5
426,Lights,1.41,4.1,Fall,5
66,Lights,1.16,-0.2,Spring,1
186,Computer,0.74,23.0,Winter,4
207,Computer,1.72,31.8,Summer,1
59,Lights,1.17,8.4,Spring,1
294,Washing Machine,1.07,14.1,Spring,1
221,Fridge,0.11,32.2,Spring,5
250,Lights,1.51,24.5,Fall,5
500,TV,1.36,2.0,Summer,5
364,Lights,1.9,31.9,Summer,1
430,Lights,0.85,30.7,Fall,5
455,Oven,0.62,21.0,Summer,1
144,Air Conditioning,4.65,0.7,Summer,5
389,Air Conditioning,3.35,4.4,Fall,1
383,Washing Machine,0.7,23.2,Winter,1
28,Lights,1.24,3.4,Fall,2
53,Washing Machine,1.71,31.3,Winter,4
133,Computer,0.26,19.8,Fall,5
254,Microwave,1.42,-4.8,Winter,3
100,TV,0.48,5.1,Spring,2
69,Heater,2.34,37.7,Summer,3
97,Heater,4.34,38.1,Fall,4
495,Heater,4.19,23.4,Summer,1
134,Air Conditioning,4.41,8.5,Fall,2
200,Heater,3.4,5.2,Winter,1
304,Microwave,0.27,7.4,Fall,1
484,Air Conditioning,4.42,21.2,Summer,4
415,Heater,4.2,8.1,Spring,4
41,Computer,1.28,21.5,Winter,3
195,Lights,0.7,-9.7,Winter,2
446,Computer,0.51,18.0,Fall,2
409,Fridge,0.49,24.6,Fall,5
28,Air Conditioning,2.65,27.9,Summer,2
21,Lights,0.58,-6.2,Winter,5
65,Washing Machine,0.42,4.3,Winter,3
463,Washing Machine,1.28,20.1,Winter,2
479,Lights,1.23,31.9,Fall,1
226,Lights,0.84,2.4,Spring,5
458,Microwave,1.84,23.8,Fall,4
383,TV,1.4,6.5,Winter,2
246,TV,1.41,5.8,Summer,2
23,Oven,1.62,14.6,Fall,3
414,TV,0.4,14.2,Fall,3
98,Microwave,1.99,29.1,Summer,1
465,Air Conditioning,3.23,27.9,Fall,4
192,Fridge,0.29,26.3,Summer,3
23,Dishwasher,1.01,36.2,Winter,1
307,Computer,1.14,30.0,Fall,4
336,Dishwasher,0.77,27.7,Winter,3
20,Computer,1.17,37.0,Fall,5
395,Air Conditioning,4.01,9.3,Winter,2
40,Dishwasher,0.21,11.2,Summer,4
271,Lights,0.48,-1.8,Winter,5
322,Lights,0.69,23.7,Winter,3
333,Washing Machine,1.21,10.4,Fall,2
148,Computer,0.71,4.9,Winter,4
206,Lights,0.46,4.6,Spring,1
357,Heater,3.73,39.5,Summer,2
438,Microwave,1.85,3.6,Spring,5
463,Air Conditioning,2.21,-3.3,Winter,2
487,Heater,3.37,24.9,Summer,3
434,Oven,1.53,-4.5,Summer,2
272,Fridge,0.14,-2.4,Summer,1
7,TV,1.9,4.8,Summer,1
71,Computer,1.36,35.8,Fall,5
38,TV,1.01,-4.5,Fall,3
377,Computer,1.71,4.1,Spring,3
231,Dishwasher,1.55,7.9,Spring,3
109,Dishwasher,1.3,0.3,Fall,3
179,TV,1.6,0.0,Winter,3
463,Microwave,0.7,18.8,Fall,1
120,TV,0.85,-4.0,Winter,5
127,Heater,3.77,-9.3,Spring,2
99,Microwave,0.35,34.2,Fall,3
32,Washing Machine,1.76,8.9,Winter,3
338,Air Conditioning,3.13,27.0,Fall,2
465,Computer,1.33,20.6,Spring,1
1,Fridge,0.27,0.8,Fall,2
451,Microwave,1.7,30.7,Winter,1
283,Air Conditioning,2.12,35.7,Summer,3
219,Computer,0.48,3.5,Spring,3
208,Heater,3.76,35.0,Summer,4
194,Fridge,0.3,3.1,Winter,4
413,Oven,1.06,5.7,Winter,2
323,Computer,1.81,37.8,Winter,5
367,Washing Machine,0.93,27.8,Summer,3
353,TV,0.87,17.6,Summer,3
68,Microwave,0.75,9.0,Summer,5
315,Dishwasher,1.66,37.2,Summer,1
400,TV,0.89,39.4,Winter,3
447,Lights,0.61,29.2,Summer,1
411,Heater,2.62,33.5,Fall,4
31,TV,0.32,27.5,Spring,1
62,Microwave,1.46,4.1,Fall,4
149,Dishwasher,1.56,0.1,Fall,4
204,Air Conditioning,4.52,-2.1,Spring,1
70,Dishwasher,0.89,-9.4,Spring,5
69,Lights,1.29,15.2,Spring,4
103,Oven,0.72,35.4,Summer,2
356,Heater,3.42,2.1,Winter,3
349,Microwave,1.36,32.3,Spring,3
444,Washing Machine,0.31,-2.5,Spring,1
341,Computer,1.74,6.6,Spring,1
351,Microwave,0.88,26.9,Fall,3
425,Microwave,0.85,-5.3,Fall,2
233,Dishwasher,0.34,36.2,Spring,3
3,Fridge,0.4,-9.3,Fall,1
52,Heater,2.54,31.7,Summer,4
111,Computer,0.92,14.7,Spring,4
422,Lights,1.05,26.3,Summer,1
278,Heater,3.86,26.5,Fall,5
105,Heater,3.44,27.6,Winter,3
500,Lights,1.65,27.8,Summer,3
256,Heater,2.14,24.0,Winter,2
294,Oven,1.35,3.8,Fall,2
406,Oven,1.12,18.9,Spring,4
67,Microwave,0.49,2.7,Winter,1
363,Fridge,0.11,-2.4,Spring,3
438,TV,1.42,18.8,Summer,4
490,Air Conditioning,3.36,30.0,Fall,3
243,TV,0.89,3.2,Winter,1
109,TV,0.68,14.9,Winter,3
138,Microwave,0.94,22.0,Summer,5
66,TV,1.83,0.2,Summer,4
418,Heater,2.88,-0.1,Fall,5
323,Dishwasher,1.9,23.4,Fall,2
132,TV,1.86,27.3,Spring,5
125,Dishwasher,0.97,17.0,Fall,3
399,Fridge,0.46,10.3,Fall,3
441,Fridge,0.44,12.5,Fall,3
12,Fridge,0.46,28.0,Fall,5
384,Oven,0.61,-2.0,Fall,3
422,Air Conditioning,3.36,36.3,Summer,3
305,Lights,1.63,18.8,Spring,4
56,Fridge,0.33,4.7,Spring,2
475,Computer,0.7,29.4,Summer,5
414,TV,1.55,16.3,Spring,4
81,Computer,1.93,-0.8,Fall,5
263,Heater,4.73,32.6,Spring,4
74,Microwave,1.44,39.1,Fall,5
158,Lights,0.39,6.5,Summer,1
362,Lights,1.62,29.3,Summer,2
261,Fridge,0.15,-4.4,Fall,4
62,Computer,0.92,25.4,Fall,1
231,Heater,4.55,28.0,Summer,5
172,Computer,1.62,25.5,Fall,5
266,Oven,0.9,-7.8,Summer,3
371,Fridge,0.49,-7.2,Winter,4
341,Oven,1.65,5.1,Fall,4
295,Fridge,0.41,-7.0,Summer,4
208,Oven,1.85,30.2,Fall,1
167,Lights,1.44,25.7,Winter,3
183,Computer,1.95,34.9,Spring,4
391,Oven,1.06,-6.9,Fall,3
408,Lights,1.79,27.4,Spring,5
50,Fridge,0.21,7.9,Fall,3
228,Computer,0.57,-7.9,Spring,5
466,Fridge,0.16,25.9,Winter,2
458,Lights,0.79,-0.9,Spring,1
317,Computer,0.98,27.5,Winter,3
150,Computer,1.28,7.7,Summer,4
303,Computer,1.81,9.7,Summer,5
277,Dishwasher,0.79,14.8,Winter,5
79,TV,0.91,1.5,Fall,3
289,Oven,1.47,14.7,Fall,4
90,Lights,1.54,13.8,Summer,5
453,Lights,0.4,-0.6,Summer,1
262,Lights,1.79,12.6,Fall,4
302,Oven,1.45,26.5,Fall,1
348,Washing Machine,1.85,-9.2,Summer,1
345,Oven,1.05,-4.1,Fall,2
245,Oven,1.98,37.8,Spring,3
48,Computer,1.61,38.6,Winter,1
344,Washing Machine,1.13,9.6,Spring,1
202,TV,1.18,19.2,Spring,3
110,Lights,1.59,32.8,Winter,4
236,Oven,0.88,29.1,Winter,3
116,Air Conditioning,4.96,35.6,Fall,3
332,Washing Machine,0.86,17.4,Winter,4
218,Lights,0.85,-5.3,Spring,1
399,Fridge,0.23,35.4,Summer,1
452,Microwave,1.37,31.1,Spring,4
126,Computer,0.84,-3.4,Spring,4
372,TV,1.9,23.3,Fall,1
442,Oven,0.96,24.8,Spring,1
171,Oven,0.9,-3.1,Winter,4
302,Dishwasher,0.35,20.8,Fall,1
325,Dishwasher,0.49,37.1,Fall,1
148,TV,1.12,14.9,Summer,1
470,Lights,1.26,0.8,Fall,4
436,Air Conditioning,2.42,31.3,Winter,2
369,Lights,0.82,18.7,Winter,5
122,Air Conditioning,4.87,39.9,Spring,5
370,Fridge,0.21,27.1,Summer,1
182,Washing Machine,1.45,24.4,Summer,4
240,Microwave,1.4,-2.6,Fall,3
164,Computer,1.23,10.6,Summer,2
377,Heater,4.11,16.6,Winter,1
339,Heater,4.7,33.3,Summer,1
396,Lights,1.39,21.5,Summer,5
205,Microwave,1.56,-2.1,Fall,3
284,Fridge,0.25,20.4,Spring,5
64,Lights,0.44,33.3,Winter,5
275,Fridge,0.43,25.6,Summer,1
60,Heater,4.56,3.9,Spring,2
339,Oven,0.94,5.1,Summer,3
348,Air Conditioning,4.56,23.6,Winter,5
215,Air Conditioning,3.89,29.7,Summer,3
287,Air Conditioning,2.92,-6.2,Spring,1
81,Computer,1.58,7.5,Fall,5
195,Microwave,0.87,37.8,Fall,3
66,Fridge,0.32,2.8,Summer,2
458,Heater,2.68,30.4,Winter,4
75,Computer,1.12,27.2,Spring,3
82,Lights,0.95,-2.7,Summer,4
186,Lights,1.01,30.2,Spring,2
12,Dishwasher,0.97,6.8,Summer,3
428,Heater,2.89,17.1,Winter,4
5,TV,0.26,9.5,Fall,1
392,Microwave,0.81,7.0,Winter,5
497,Oven,1.9,17.1,Summer,4
62,Microwave,1.88,6.9,Summer,3
224,Fridge,0.13,38.3,Fall,4
204,Microwave,1.56,21.8,Summer,4
253,Fridge,0.16,-9.0,Summer,5
61,Microwave,0.82,35.5,Winter,2
125,Air Conditioning,4.44,6.1,Fall,5
254,Microwave,1.35,-9.3,Winter,3
353,Oven,0.46,13.3,Winter,4
114,Microwave,1.16,33.8,Summer,5
73,Fridge,0.12,14.4,Spring,5
222,Dishwasher,1.75,33.0,Winter,3
44,Air Conditioning,2.75,12.6,Spring,4
209,Heater,4.39,32.8,Spring,1
234,TV,0.92,26.8,Fall,5
487,Computer,1.51,3.5,Spring,1
31,Computer,0.44,28.9,Winter,2
299,Air Conditioning,3.91,-6.4,Spring,1
464,Dishwasher,0.72,3.8,Fall,4
478,Lights,0.78,0.0,Spring,4
123,Washing Machine,0.58,19.0,Spring,4
265,Computer,0.75,8.9,Fall,4
310,Washing Machine,1.41,39.2,Fall,4
82,TV,1.86,32.3,Fall,5
281,TV,0.57,-3.5,Spring,3
154,Fridge,0.16,14.7,Spring,5
310,Oven,1.03,34.2,Spring,5
465,Lights,0.32,-7.5,Fall,1
396,Microwave,0.8,19.8,Spring,1
368,Oven,0.64,37.7,Fall,4
96,TV,0.53,31.9,Winter,3
68,Heater,2.26,20.1,Summer,5
391,Washing Machine,1.69,4.8,Summer,3
278,Dishwasher,1.47,-1.7,Fall,4
440,TV,1.93,0.2,Summer,1
188,Air Conditioning,4.26,4.5,Winter,3
383,Dishwasher,1.87,-0.2,Winter,3
316,Oven,0.82,11.4,Spring,5
271,Oven,0.28,11.3,Winter,1
259,TV,0.99,37.1,Summer,4
234,Heater,4.16,24.5,Winter,5
294,Oven,0.83,17.4,Summer,5
115,Lights,1.77,14.4,Winter,1
159,Fridge,0.33,28.9,Summer,1
132,Computer,0.53,-9.8,Summer,5
353,Dishwasher,0.28,14.4,Winter,5
404,Washing Machine,0.48,24.2,Winter,2
331,Microwave,0.38,7.2,Spring,5
298,Microwave,1.38,29.1,Spring,2
413,Lights,1.45,8.4,Spring,3
118,TV,0.67,3.5,Summer,2
233,Air Conditioning,4.03,35.7,Spring,4
364,Computer,0.59,19.9,Spring,5
339,Air Conditioning,4.24,14.5,Summer,2
249,Lights,1.06,-1.5,Winter,3
221,TV,1.02,-2.2,Fall,2
279,Air Conditioning,2.67,17.1,Spring,3
88,Washing Machine,0.77,32.0,Spring,5
445,Washing Machine,0.98,-4.8,Summer,2
383,TV,0.95,17.3,Fall,4
51,Computer,1.4,5.0,Summer,4
310,Washing Machine,1.17,38.3,Fall,1
448,Oven,1.37,27.7,Summer,5
232,Lights,0.99,9.9,Fall,3
322,Dishwasher,1.77,14.7,Winter,1
202,Microwave,1.66,37.4,Summer,5
225,Oven,0.43,-8.0,Fall,2
238,Microwave,0.25,20.2,Spring,4
211,Washing Machine,1.04,-4.5,Fall,4
485,Lights,1.73,15.2,Summer,3
303,Dishwasher,1.12,-3.7,Summer,4
114,Air Conditioning,2.48,39.1,Fall,2
22,Fridge,0.16,5.7,Winter,1
483,TV,1.81,22.3,Fall,2
125,Dishwasher,1.9,14.5,Summer,3
482,Oven,0.82,-5.6,Fall,5
388,Lights,1.91,32.7,Winter,5
135,TV,1.54,37.2,Fall,2
266,Heater,2.37,20.1,Fall,3
278,Dishwasher,0.31,25.3,Winter,1
71,TV,0.68,25.5,Fall,3
358,Washing Machine,1.94,12.7,Summer,1
59,Dishwasher,0.82,24.1,Spring,3
51,Air Conditioning,4.56,39.0,Fall,5
425,Lights,1.98,26.0,Summer,5
201,Heater,2.54,34.2,Spring,2
165,Washing Machine,1.73,10.7,Summer,3
325,Heater,4.7,14.2,Fall,5
194,Lights,0.34,13.8,Spring,4
137,Heater,2.51,25.3,Spring,4
328,Oven,0.86,14.4,Summer,1
263,Microwave,1.42,21.4,Fall,1
153,Oven,1.32,18.9,Spring,3
341,Oven,0.31,19.2,Summer,2
3,Microwave,0.97,16.4,Spring,1
148,Washing Machine,1.82,22.9,Summer,1
19,Air Conditioning,2.75,12.1,Spring,1
476,Air Conditioning,4.8,39.1,Spring,1
470,TV,1.57,-8.1,Winter,4
435,Air Conditioning,2.57,16.5,Winter,5
305,Computer,0.6,4.1,Fall,1
111,TV,1.97,9.0,Spring,3
350,Heater,2.87,2.8,Fall,2
131,Air Conditioning,3.76,-6.4,Spring,2
325,Microwave,0.33,-1.4,Summer,4
27,Lights,0.92,4.5,Winter,3
30,Microwave,1.28,-2.9,Summer,3
19,Fridge,0.32,5.4,Winter,5
414,Air Conditioning,4.16,18.3,Winter,2
393,Lights,0.9,27.4,Summer,5
418,Washing Machine,1.24,21.1,Winter,4
25,Oven,0.85,30.0,Spring,5
478,Fridge,0.16,8.9,Winter,4
188,Oven,0.2,17.0,Fall,4
39,Microwave,0.43,-2.2,Summer,1
281,Lights,0.27,21.3,Spring,5
205,Microwave,0.69,10.4,Summer,3
471,Washing Machine,0.39,2.8,Summer,5
453,Computer,0.93,33.9,Fall,5
113,Lights,0.94,19.0,Winter,3
66,Washing Machine,1.97,9.6,Spring,1
139,Microwave,0.47,27.0,Spring,4
2,Heater,4.06,38.1,Spring,4
379,Washing Machine,1.6,37.7,Summer,5
429,Heater,3.04,26.8,Summer,1
319,Heater,4.51,1.0,Summer,4
423,Fridge,0.43,36.1,Spring,3
382,Heater,3.25,19.5,Winter,5
324,Fridge,0.1,-1.0,Fall,5
30,Microwave,1.57,2.4,Spring,2
395,Heater,3.05,4.9,Spring,1
452,Microwave,1.49,31.7,Spring,1
100,Lights,1.17,6.7,Spring,3
500,Heater,2.21,11.3,Spring,1
397,Heater,4.46,17.1,Summer,4
123,Air Conditioning,3.22,-4.1,Fall,1
316,Washing Machine,1.81,3.1,Summer,2
180,TV,1.87,2.4,Fall,1
153,Oven,1.27,-4.1,Winter,1
488,Fridge,0.33,5.5,Fall,3
87,Oven,0.73,38.3,Spring,5
236,Heater,3.2,22.9,Spring,4
309,Heater,2.47,8.7,Winter,4
36,Washing Machine,0.38,-5.6,Winter,4
289,Heater,3.18,-9.7,Fall,1
408,Lights,0.87,4.2,Winter,4
220,Lights,0.23,6.7,Winter,3
39,TV,0.2,38.0,Spring,5
147,TV,1.11,-8.3,Spring,5
170,Washing Machine,1.52,27.3,Spring,5
46,Computer,0.54,38.5,Summer,4
176,Air Conditioning,3.56,0.1,Winter,1
145,Microwave,1.5,32.0,Spring,2
273,Washing Machine,0.68,-3.3,Summer,4
128,Washing Machine,0.41,21.4,Spring,3
448,Air Conditioning,2.43,-0.6,Summer,1
183,Lights,0.29,13.8,Summer,2
59,Fridge,0.1,0.9,Winter,2
488,Air Conditioning,3.99,13.3,Spring,2
32,Computer,0.34,23.2,Summer,2
103,Heater,4.63,19.1,Spring,4
212,Dishwasher,1.06,3.3,Summer,4
373,Lights,0.82,8.1,Fall,4
247,Lights,0.23,3.7,Fall,1
305,Air Conditioning,3.22,7.6,Spring,3
402,Computer,1.14,-8.5,Spring,3
306,Oven,1.98,-4.4,Spring,2
19,Fridge,0.39,-9.6,Fall,3
444,TV,0.58,32.0,Fall,1
60,Computer,1.59,30.7,Winter,5
479,Dishwasher,0.22,30.4,Summer,1
88,Oven,0.52,21.0,Summer,5
61,Dishwasher,1.31,1.2,Fall,1
47,Computer,0.36,28.7,Spring,2
111,Washing Machine,1.78,29.1,Summer,1
13,Microwave,1.36,31.3,Spring,4
385,Dishwasher,1.11,-2.4,Summer,5
380,Heater,4.62,19.1,Fall,2
216,Oven,0.75,2.5,Summer,3
457,Lights,1.91,-6.1,Summer,2
337,TV,1.29,17.5,Winter,3
218,Fridge,0.12,2.2,Summer,3
116,Oven,0.55,21.5,Fall,3
54,Microwave,0.49,37.4,Spring,1
241,Fridge,0.49,24.8,Spring,2
217,Oven,1.16,5.0,Winter,5
229,Microwave,1.3,20.6,Spring,5
9,Fridge,0.3,23.7,Fall,5
184,Lights,1.86,16.3,Spring,5
376,Microwave,0.28,39.4,Winter,5
118,Oven,0.95,30.9,Fall,3
227,TV,0.96,2.0,Summer,3
244,Heater,4.8,5.0,Fall,2
199,Computer,1.99,10.1,Spring,5
402,TV,1.51,-2.8,Fall,3
319,Lights,1.52,15.2,Summer,3
295,TV,0.83,16.3,Fall,4
44,Dishwasher,0.3,4.2,Winter,5
445,Oven,1.68,39.9,Winter,5
93,Microwave,1.37,36.9,Spring,2
126,Heater,3.46,30.8,Fall,2
64,Dishwasher,0.36,-8.9,Fall,3
217,Washing Machine,1.42,35.0,Summer,5
116,Air Conditioning,4.73,19.9,Spring,5
149,Lights,0.91,3.4,Fall,4
274,Dishwasher,1.41,23.5,Spring,3
228,Lights,1.03,17.4,Winter,4
291,Air Conditioning,3.18,13.1,Summer,5
340,Washing Machine,0.35,17.2,Summer,5
430,Fridge,0.39,-5.6,Winter,4
171,TV,1.2,26.4,Summer,1
428,Computer,1.5,26.7,Winter,3
209,Washing Machine,0.21,34.9,Winter,3
350,TV,1.81,38.0,Spring,1
171,Microwave,1.49,6.5,Summer,4
69,Fridge,0.34,7.7,Spring,2
291,Oven,0.68,39.3,Fall,2
193,Air Conditioning,4.17,-6.0,Winter,2
224,Computer,0.92,-3.1,Fall,1
35,Fridge,0.3,32.7,Fall,5
275,Fridge,0.31,16.6,Summer,1
56,Oven,0.81,1.7,Summer,5
191,Air Conditioning,4.09,8.0,Spring,4
397,TV,1.2,13.3,Winter,3
109,Air Conditioning,2.21,29.7,Summer,5
114,Washing Machine,0.66,1.4,Winter,4
186,Lights,0.99,8.8,Fall,2
71,Oven,1.93,22.5,Summer,2
257,Oven,0.55,-0.4,Winter,2
464,TV,1.47,-8.7,Summer,2
28,Fridge,0.45,2.3,Summer,5
107,Heater,2.86,11.3,Summer,2
357,Air Conditioning,3.78,16.0,Fall,1
337,Air Conditioning,4.78,-9.9,Summer,5
325,Washing Machine,0.4,-3.2,Fall,5
2,Computer,1.35,21.8,Spring,3
342,Dishwasher,1.53,39.4,Summer,1
360,Microwave,0.71,28.2,Fall,4
416,TV,0.58,32.3,Fall,3
316,Air Conditioning,4.27,37.8,Spring,1
21,Air Conditioning,2.85,4.5,Spring,4
441,Washing Machine,1.21,32.1,Winter,4
147,Fridge,0.42,-3.8,Fall,5
48,Computer,1.58,9.3,Spring,4
308,Fridge,0.15,31.0,Summer,5
382,Air Conditioning,4.57,17.2,Winter,2
373,TV,1.78,33.4,Summer,5
48,Air Conditioning,2.48,28.4,Summer,1
119,Lights,0.83,-9.7,Winter,2
148,Washing Machine,0.8,15.2,Winter,3
331,Air Conditioning,3.02,19.7,Summer,2
333,TV,1.64,-6.4,Fall,1
53,Lights,1.49,-0.5,Winter,3
76,TV,0.49,22.3,Spring,4
455,Washing Machine,0.22,38.6,Summer,1
104,Dishwasher,0.5,-6.6,Fall,3
134,Fridge,0.43,30.4,Spring,3
177,Heater,2.28,36.3,Fall,2
27,Heater,4.78,-4.6,Spring,3
221,Air Conditioning,4.79,19.7,Winter,5
331,Washing Machine,0.34,10.0,Summer,2
493,Lights,0.98,12.6,Winter,2
64,Lights,0.22,15.6,Fall,1
352,Computer,1.8,2.2,Spring,4
473,Oven,0.25,3.8,Winter,5
114,Washing Machine,0.62,-2.5,Winter,5
99,TV,1.07,-5.5,Fall,5
341,Heater,3.62,25.6,Fall,4
326,Fridge,0.22,-8.8,Fall,3
324,Microwave,0.99,-5.6,Winter,4
48,Dishwasher,1.36,21.8,Summer,3
109,Dishwasher,1.44,20.1,Spring,1
19,Washing Machine,1.82,2.2,Winter,4
19,Heater,4.36,34.7,Fall,3
254,Oven,1.18,24.1,Spring,1
328,Fridge,0.18,0.1,Summer,3
105,Washing Machine,1.93,13.5,Winter,2
205,Computer,0.66,18.3,Winter,2
382,Lights,1.75,-7.0,Winter,4
310,Microwave,0.23,39.2,Spring,5
418,TV,1.56,2.7,Winter,2
93,TV,0.96,-2.9,Spring,2
334,TV,1.3,35.5,Fall,4
482,Fridge,0.43,-2.7,Summer,2
58,TV,0.44,27.0,Fall,2
348,Computer,0.47,8.8,Spring,5
230,Air Conditioning,2.44,22.0,Fall,4
100,Fridge,0.32,-7.2,Summer,5
313,Heater,4.16,-5.2,Fall,4
477,Heater,2.83,35.2,Fall,1
289,Oven,0.89,15.8,Summer,4
302,Lights,1.34,15.7,Summer,4
22,TV,1.21,21.7,Summer,5
16,Computer,0.42,22.3,Spring,2
14,Microwave,1.19,27.0,Winter,1
177,Fridge,0.49,39.2,Spring,4
10,Washing Machine,1.75,28.7,Spring,3
302,Heater,2.8,10.6,Fall,1
441,Dishwasher,0.29,3.0,Fall,3
352,Oven,1.17,21.2,Spring,5
371,Dishwasher,0.55,12.6,Fall,3
74,Oven,1.95,24.8,Fall,3
408,TV,1.95,0.2,Spring,1
253,Computer,1.43,6.4,Winter,5
245,TV,1.21,25.9,Spring,5
217,Computer,1.88,18.6,Winter,4
82,Heater,2.31,14.6,Spring,2
452,Air Conditioning,3.23,-9.9,Summer,1
484,Computer,1.32,-8.6,Summer,4
475,Dishwasher,1.03,32.3,Winter,2
191,Air Conditioning,3.72,20.3,Winter,4
406,Washing Machine,1.09,17.6,Fall,1
497,Oven,0.53,33.3,Summer,3
187,Air Conditioning,3.39,29.2,Fall,4
145,Air Conditioning,3.74,38.0,Spring,5
29,Heater,2.32,18.4,Fall,2
475,Computer,1.66,30.8,Summer,2
343,Oven,0.88,3.0,Summer,3
223,TV,1.99,12.4,Summer,2
233,Air Conditioning,2.85,14.9,Fall,5
401,Lights,1.48,2.1,Spring,2
498,Dishwasher,1.46,30.5,Spring,4
